Payroll_ID,Employee_ID,Basic_Salary,Bonuses,Deductions,Net_Salary,Payment_Date
PAY62684,EMP3893,63767.88,6327.36,2139.54,64336.23,2024-04-09
PAY65108,EMP7234,85107.01,4721.28,4482.99,42775.33,2024-09-04
PAY76445,EMP2435,102788.06,8124.24,2672.08,104049.19,2023-10-08
PAY64468,EMP5244,61059.5,3073.8,4584.04,90453.32,2024-10-06
PAY47101,EMP7939,112399.73,8043.37,4482.49,107300.86,2023-03-29
PAY28731,EMP6052,53953.74,6312.48,3418.16,122336.42,2025-10-13
PAY93588,EMP5886,73298.4,7458.27,1470.64,136442.89,2025-09-07
PAY7538,EMP6500,136556.18,6310.61,1989.11,48301.75,2024-08-07
PAY6690,EMP2455,65429.46,6613.28,3006.04,73569.48,2025-03-03
PAY58610,EMP9823,148820.52,8005.79,4873.46,114492.75,2023-09-15
PAY38108,EMP4501,64870.17,7946.95,3688.51,82613.11,2024-02-28
PAY55210,EMP2687,138135.28,4848.67,4008.76,134533.96,2025-11-14
PAY73478,EMP5962,132239.57,7733.57,2273.73,73544.82,2023-07-23
PAY53203,EMP7010,116879.22,4458.46,3915.21,28663.99,2025-09-25
PAY17779,EMP7423,100489.91,6194.24,3416.27,80989.03,2024-01-30
PAY60688,EMP8570,37966.03,7817.66,2663.53,79452.41,2025-03-04
PAY48326,EMP3042,97301.7,9340.89,1136.7,61783.36,2025-12-20
PAY26647,EMP9664,79262.87,6031.25,795.74,76482.18,2023-05-04
PAY66837,EMP7617,68908.97,3505.85,1739.51,30822.94,2025-05-01
PAY7993,EMP3703,86866.72,6014.28,2932.44,133484.4,2023-10-04
PAY25949,EMP5817,133492.9,3449.14,2866.98,85625.17,2025-08-25
PAY6947,EMP8977,90939.02,2094.46,2965.88,52109.5,2023-02-09
PAY10065,EMP9925,82196.65,5821.62,3951.24,64581.46,2023-08-20
PAY37172,EMP7407,98708.67,8767.82,3668.48,26007.42,2023-05-15
PAY48130,EMP8646,80191.38,7167.53,4242.36,72198.4,2025-11-22
PAY33778,EMP4954,55328.69,1640.27,1494.94,78789.58,2024-04-12
PAY22420,EMP5036,145682.28,9611.56,652.84,133481.98,2025-04-18
PAY1126,EMP7242,98624.57,7264.4,3342.65,126317.27,2024-07-12
PAY7110,EMP3578,140174.31,8584.93,1673.2,32948.44,2024-09-17
PAY26212,EMP6050,92208.55,1201.06,2346.52,77831.31,2023-12-19
PAY37392,EMP4320,50271.25,1355.95,3164.03,98901.86,2023-06-29
PAY20809,EMP7389,35183.27,1921.59,1553.37,112562.64,2024-10-19
PAY66912,EMP9983,86375.92,4993.76,2749.64,59550.31,2025-05-05
PAY19086,EMP6373,88996.43,5484.49,2113.77,127930.79,2023-06-28
PAY70698,EMP5778,36955.73,3287.83,3848.01,124404.16,2023-05-09
PAY15402,EMP5246,47307.83,7427.27,3961.27,52885.52,2025-12-04
PAY67225,EMP1091,80077.79,8517.38,2064.72,126938.9,2024-05-31
PAY26355,EMP8155,74616.94,3780.74,2642.82,40716.62,2025-02-05
PAY4434,EMP2396,147966.12,7783.2,3529.63,62252.11,2024-08-22
PAY57540,EMP5383,115067.5,4183.57,3707.09,88640.77,2025-08-02
PAY53991,EMP1723,143246.15,6329.36,2301.43,61930.62,2023-11-20
PAY72487,EMP3168,137367.76,8825.75,2026.17,33675.88,2023-09-18
PAY79109,EMP2163,102186.55,4411.12,4579.21,107874.85,2023-10-17
PAY88183,EMP3518,110533.21,2557.0,2014.47,90336.05,2024-12-11
PAY9083,EMP6266,96224.58,2020.05,4316.29,130519.61,2024-09-01
PAY16137,EMP2682,42943.49,5951.81,2254.39,34599.0,2023-06-28
PAY62894,EMP1483,137315.14,8819.74,1341.09,121683.63,2024-11-02
PAY18853,EMP1029,90023.08,1635.42,3181.39,128981.96,2025-11-13
PAY33331,EMP2831,115886.91,4293.81,4296.94,116839.62,2025-10-01
PAY60891,EMP2248,110106.45,8471.31,1554.03,99011.26,2025-06-12
PAY55634,EMP4113,50701.63,5009.53,3275.15,54311.94,2025-08-19
PAY72244,EMP3717,82350.64,2700.62,1036.1,52524.93,2024-03-13
PAY34781,EMP1535,63333.89,9115.94,3359.4,28127.02,2025-12-26
PAY32597,EMP5489,148275.89,7816.08,3536.6,30386.79,2024-02-09
PAY46724,EMP4660,40094.03,1816.35,1819.21,72336.71,2025-06-27
PAY81117,EMP3976,131091.24,6717.28,2048.0,46093.8,2023-12-03
PAY67144,EMP9117,87749.54,9643.4,807.09,31084.87,2025-05-09
PAY26112,EMP4045,58863.85,3104.82,656.63,94626.33,2024-11-30
PAY18933,EMP8355,53910.71,2403.19,2690.64,130017.64,2024-09-01
PAY95955,EMP9225,52201.36,9909.58,2738.02,90300.89,2023-03-11
PAY12891,EMP6962,54418.1,9852.42,2841.25,95933.5,2025-01-12
PAY92476,EMP8391,146920.54,8751.56,3968.27,76910.75,2023-08-26
PAY36442,EMP3421,63318.73,8714.62,3397.93,82768.86,2024-06-26
PAY75539,EMP4980,65976.51,2511.96,3944.33,65316.27,2025-06-16
PAY41652,EMP8871,54249.8,9419.37,2948.47,77526.85,2025-01-25
PAY21484,EMP6104,131659.94,1670.55,2059.71,67400.15,2025-01-07
PAY95375,EMP4538,47757.26,5454.14,717.41,59028.86,2024-10-20
PAY63651,EMP7881,134777.51,6697.84,4008.95,44979.0,2024-06-24
PAY83276,EMP2905,44163.62,9644.45,4639.61,61610.43,2023-04-13
PAY71248,EMP8005,129037.73,2051.4,2343.55,83892.61,2024-06-26
PAY76960,EMP9395,138348.84,8222.17,1849.9,57251.56,2025-02-06
PAY82523,EMP9008,143125.29,8375.22,3346.91,64438.45,2024-09-22
PAY1564,EMP5387,75487.47,6687.21,1725.39,98017.2,2024-07-25
PAY37428,EMP2732,102545.79,9972.03,1869.45,68429.57,2025-01-23
PAY31232,EMP1775,107459.2,6180.85,4677.77,105124.41,2023-04-09
PAY71927,EMP3773,66089.04,7158.46,2997.06,58570.9,2024-01-13
PAY97541,EMP5714,135542.6,6197.61,3950.28,70186.02,2024-02-24
PAY51179,EMP5307,137609.34,4032.05,1984.96,92887.5,2025-07-03
PAY33491,EMP4627,128809.25,5567.21,2970.62,90876.98,2025-11-18
PAY26867,EMP5382,38767.3,3659.22,3598.29,105999.64,2023-01-24
PAY61868,EMP4864,82403.03,6066.31,3895.17,137678.93,2024-04-29
PAY21975,EMP3014,34975.3,3018.48,2863.56,42195.67,2025-05-17
PAY85437,EMP2706,84594.8,8338.33,1246.33,49121.06,2023-02-11
PAY58494,EMP6720,69629.69,2902.24,1500.84,80427.92,2023-07-19
PAY50430,EMP5111,131396.86,9394.42,3701.6,139373.12,2023-08-13
PAY68282,EMP3715,92675.37,4917.3,1539.36,79914.35,2025-10-18
PAY26465,EMP5102,78951.6,7138.42,2648.55,116462.44,2023-11-13
PAY96795,EMP3654,135946.83,8530.92,1086.3,50961.52,2023-06-28
PAY12260,EMP3205,35054.36,9327.18,2194.72,44296.65,2023-10-19
PAY18963,EMP4515,127519.79,3269.85,1744.97,54894.41,2024-05-25
PAY44495,EMP1917,56932.92,2504.94,1109.38,117820.07,2025-01-02
PAY58333,EMP4454,100692.22,6469.66,1477.12,29732.42,2025-02-19
PAY53257,EMP7809,56106.39,4063.51,1156.02,25449.55,2024-08-31
PAY95522,EMP8415,81382.43,2703.98,4557.73,69571.1,2024-03-10
PAY64717,EMP2569,74969.45,1244.73,608.85,82687.56,2024-05-19
PAY9260,EMP5957,92712.85,1613.15,1967.7,65423.05,2024-08-24
PAY32443,EMP3159,115186.38,1963.99,4372.66,116151.3,2023-08-11
PAY99296,EMP4298,43778.61,2315.53,1686.97,104021.27,2025-06-05
PAY8758,EMP5944,47428.14,6706.69,1180.53,36871.31,2023-08-09
PAY36377,EMP1432,93270.65,7677.05,1107.53,118366.6,2024-11-07
PAY27241,EMP4807,149355.56,9917.4,4118.09,48145.37,2023-03-22
PAY99032,EMP8850,130423.49,2419.24,3036.28,73856.93,2025-02-27
PAY43968,EMP5166,138475.67,9154.73,3828.75,83678.13,2025-10-23
PAY87556,EMP1636,61159.25,7222.73,1323.84,66369.5,2025-02-10
PAY92268,EMP9371,122971.38,8431.55,4611.59,118302.05,2023-02-05
PAY48226,EMP4046,78973.8,6438.33,1847.27,78657.69,2024-01-24
PAY11969,EMP8736,121556.17,8226.95,1193.3,104340.17,2024-06-05
PAY42201,EMP3489,133596.0,6144.71,1422.23,107330.77,2023-12-20
PAY6276,EMP8685,88820.67,2568.29,2436.58,132192.3,2025-03-20
PAY90236,EMP7154,110439.83,7901.52,1961.65,98769.64,2025-01-01
PAY33045,EMP8648,39672.68,4061.41,3765.03,68529.85,2023-04-25
PAY62067,EMP6212,86787.37,1339.72,3775.68,110408.51,2023-11-15
PAY61370,EMP7901,63771.38,7494.89,4454.45,51845.52,2024-06-28
PAY44043,EMP3332,34818.76,3879.73,4238.03,72846.08,2023-11-30
PAY24503,EMP3329,36450.6,5060.62,1863.5,56168.37,2025-11-17
PAY48170,EMP2567,95997.63,1212.72,3052.26,104851.03,2025-07-12
PAY76720,EMP5774,121847.94,1326.12,3177.86,78487.32,2024-12-15
PAY5880,EMP8096,69670.79,2503.03,2134.15,69773.04,2024-01-12
PAY98264,EMP5353,32869.6,3432.53,4418.17,31348.11,2023-07-04
PAY40275,EMP3594,127529.84,2632.97,2068.1,94125.93,2024-02-15
PAY29076,EMP6314,130763.58,4767.09,1692.54,119979.37,2024-09-08
PAY81790,EMP4835,64958.97,5015.26,2637.64,43490.88,2024-09-12
PAY5919,EMP2088,117546.5,8804.36,4113.74,117347.06,2023-09-28
PAY93294,EMP5338,78350.0,9143.31,643.86,99559.06,2023-05-22
PAY24498,EMP8431,48092.66,9919.94,4290.39,111913.54,2024-07-28
PAY95806,EMP7219,130873.91,4728.26,2151.8,109053.26,2024-10-10
PAY4534,EMP5595,140585.87,1899.81,2012.18,131939.7,2025-09-27
PAY67983,EMP3831,62827.47,6447.7,1749.72,129809.69,2023-07-08
PAY71586,EMP2104,90096.62,6396.22,3955.16,131178.22,2024-12-12
PAY41848,EMP9281,111151.35,3755.66,1050.23,55359.7,2025-08-20
PAY23916,EMP9271,114181.38,6723.51,3292.36,65365.33,2025-09-01
PAY40621,EMP1175,119869.72,6318.72,4855.48,43842.24,2024-09-15
PAY84892,EMP5102,106608.71,5642.7,3517.35,113946.97,2024-01-09
PAY70142,EMP7017,115389.89,3130.64,3108.94,85652.9,2023-03-03
PAY73968,EMP6211,66933.44,1430.45,2130.48,117177.92,2023-07-29
PAY57423,EMP9386,138444.95,2450.45,2410.39,103149.32,2023-05-30
PAY47201,EMP9106,88376.11,5161.51,1102.96,50377.44,2023-05-19
PAY66424,EMP8261,127174.81,5186.12,2584.53,92131.33,2025-06-10
PAY13280,EMP8733,136521.37,6169.94,682.69,27925.73,2023-10-06
PAY10173,EMP5859,47970.1,9836.65,739.72,77419.32,2023-03-02
PAY15323,EMP5993,60414.26,6759.01,767.61,29617.58,2023-06-25
PAY94494,EMP1123,115558.45,9935.29,1229.84,58798.93,2024-12-28
PAY80574,EMP9445,96252.3,7839.55,2376.61,138529.07,2024-12-11
PAY27213,EMP9761,46955.86,5424.44,2715.42,26470.52,2024-11-02
PAY36266,EMP7446,122306.53,1593.21,1086.01,126474.36,2024-10-11
PAY29397,EMP6160,135566.38,9263.19,2680.44,81226.85,2025-07-19
PAY48909,EMP9457,44740.51,3389.16,4325.47,54894.86,2023-12-19
PAY67553,EMP3937,114820.82,2794.57,4217.34,128241.71,2024-03-29
PAY93391,EMP8016,38719.95,5731.13,748.6,116498.69,2024-10-15
PAY9472,EMP8505,31002.15,7962.77,4819.22,80931.98,2025-04-29
PAY54230,EMP7756,45050.96,7867.13,974.54,44201.77,2024-12-31
PAY2125,EMP4391,116062.23,4739.42,2134.83,81047.45,2024-11-11
PAY18639,EMP5129,75382.34,2148.83,2242.81,77944.33,2023-08-26
PAY82857,EMP7717,88171.23,6455.44,1008.84,59813.97,2023-05-24
PAY32790,EMP7742,93138.99,8489.71,813.83,98044.31,2025-06-14
PAY43954,EMP9070,116590.57,9688.83,4388.3,72671.25,2025-12-04
PAY77911,EMP6818,92665.1,9387.45,2479.94,62686.54,2024-02-01
PAY44257,EMP3547,77355.27,3212.63,3711.03,111585.13,2023-08-15
PAY27058,EMP7692,98303.89,8139.25,1918.44,56854.59,2024-05-17
PAY53428,EMP6765,89128.85,2861.71,2143.16,81803.73,2023-12-13
PAY61184,EMP6021,102518.94,9441.84,1110.95,63454.31,2025-05-31
PAY33425,EMP5496,76857.6,8922.81,4239.74,53848.93,2025-04-06
PAY83983,EMP9173,63214.76,5723.81,1062.46,107896.8,2025-02-05
PAY81227,EMP3701,79850.09,4309.27,1977.05,73409.72,2023-08-13
PAY90083,EMP5647,130197.0,4625.6,1427.08,30420.96,2025-11-19
PAY33201,EMP8879,106203.04,6853.61,4395.75,106475.16,2025-05-10
PAY96947,EMP2052,109431.16,8947.52,597.92,45575.87,2024-02-18
PAY92775,EMP1970,35054.85,5377.07,3245.15,138269.26,2024-03-28
PAY28139,EMP7793,104467.26,2510.23,2412.72,109440.73,2025-03-04
PAY31144,EMP4049,117787.57,8832.17,3684.79,98059.88,2023-05-09
PAY9725,EMP1133,88610.97,2463.28,2645.66,53271.62,2023-11-20
PAY19099,EMP7100,141361.42,5936.34,1067.88,57279.1,2025-11-22
PAY16277,EMP5359,73451.07,9758.72,4767.98,119624.42,2023-10-27
PAY10015,EMP9499,56954.99,2754.2,1009.76,79287.49,2023-04-14
PAY69020,EMP4159,65243.75,4499.1,1937.45,125800.95,2024-10-30
PAY90476,EMP2579,122278.01,3587.83,1239.75,128464.44,2024-02-25
PAY74586,EMP9167,67193.51,3136.3,4363.7,119702.94,2023-02-24
PAY97884,EMP9807,61027.71,3964.9,947.17,77215.3,2025-03-21
PAY18947,EMP8211,102095.16,2272.52,4281.21,71563.66,2024-04-21
PAY69219,EMP7590,57622.95,8397.94,3374.91,31444.44,2024-08-17
PAY51765,EMP5682,82564.97,2074.04,3187.56,34930.78,2023-06-08
PAY89920,EMP2105,91977.23,3613.79,3820.53,111123.66,2024-07-07
PAY37973,EMP9205,40524.23,4242.09,4729.07,121719.79,2025-04-28
PAY44783,EMP3561,73860.07,7315.44,4606.28,67734.68,2024-04-30
PAY42403,EMP1113,89829.83,6830.78,4333.59,96706.45,2024-04-21
PAY46237,EMP8180,99294.57,6305.99,4227.42,39275.07,2024-12-11
PAY7852,EMP1340,32608.75,6898.46,1683.82,91361.87,2024-04-05
PAY28566,EMP6648,86430.27,5384.52,4533.12,94994.52,2023-08-26
PAY57411,EMP4148,75846.86,9035.01,2829.63,29523.29,2024-11-03
PAY31073,EMP8832,121410.39,5927.18,879.4,74181.57,2025-12-24
PAY61620,EMP7161,87645.85,6445.76,2411.85,139858.17,2025-05-06
PAY48939,EMP6985,128486.84,8194.99,3698.55,131092.54,2025-09-20
PAY10083,EMP4521,94281.35,1090.69,2373.09,91142.65,2025-10-22
PAY9626,EMP5584,94084.58,9414.46,3111.27,59948.52,2024-11-06
PAY58828,EMP5649,146585.14,9433.56,1163.06,132644.88,2023-07-29
PAY44469,EMP2406,104429.54,6367.87,2903.51,65495.53,2023-09-28
PAY64834,EMP4824,83808.09,3977.33,1521.41,73870.43,2024-05-26
PAY8206,EMP4632,144833.89,8486.81,3876.28,77584.32,2025-01-08
PAY72366,EMP6732,139081.33,2027.96,2565.28,106897.26,2025-09-24
PAY85236,EMP3437,75590.41,2285.45,4552.22,66581.01,2024-11-22
PAY81271,EMP2441,123246.95,1965.32,3860.9,63958.79,2024-11-26
PAY35710,EMP1520,85044.93,8427.0,1801.67,58900.3,2025-10-15
PAY65699,EMP1145,147761.44,6515.97,4118.54,120188.37,2024-09-16
PAY29854,EMP5021,130757.97,6713.81,3239.08,90978.77,2025-11-01
PAY87813,EMP9068,48235.37,2952.8,2116.32,31535.82,2024-07-27
PAY2845,EMP1035,58431.12,9250.62,4648.78,71120.95,2024-03-27
PAY31365,EMP1080,81309.79,4198.23,3551.51,69428.97,2023-10-27
PAY5193,EMP4964,144683.21,1318.2,1615.58,31597.76,2025-11-29
PAY13060,EMP7542,34912.52,8937.93,3411.19,104162.77,2024-04-21
PAY71222,EMP2603,58293.2,6288.7,1075.87,60932.22,2024-06-25
PAY4502,EMP1040,124919.14,4036.25,4674.24,63517.77,2024-10-06
PAY35469,EMP5578,125308.48,8300.86,2707.59,74770.33,2023-07-13
PAY8167,EMP4770,77639.38,1940.85,512.95,112145.51,2024-11-16
PAY87764,EMP4401,147452.78,4281.72,1906.15,25895.25,2024-07-02
PAY52329,EMP8897,48911.28,1904.19,1999.18,46027.21,2025-08-17
PAY12904,EMP5765,96968.01,6928.33,2262.92,67300.77,2023-03-09
PAY77195,EMP9929,145271.21,9733.59,1021.91,39860.67,2025-05-26
PAY9923,EMP3620,39422.84,5258.19,1106.4,54731.81,2023-08-29
PAY20120,EMP5910,141072.11,5703.01,2801.91,103707.72,2025-06-29
PAY32314,EMP8641,87104.18,2503.51,3040.93,81608.61,2025-01-23
PAY71474,EMP7754,73417.39,3394.48,3918.19,84060.44,2025-08-16
PAY79591,EMP5833,44526.32,6550.36,2168.48,113718.55,2024-03-13
PAY15228,EMP6567,124559.54,3442.07,4332.83,76956.78,2024-07-30
PAY5622,EMP3014,70978.58,5958.11,1739.5,124834.43,2024-10-15
PAY3269,EMP2441,70918.07,7093.81,3230.29,71981.75,2024-11-15
PAY70471,EMP9029,143005.89,2297.13,797.31,114789.32,2023-01-29
PAY29893,EMP9166,93832.26,6251.62,2711.47,85133.12,2024-02-09
PAY30444,EMP2950,104235.26,1822.83,897.68,44337.07,2024-12-14
PAY56990,EMP5408,135302.35,4242.05,2847.99,131831.57,2024-05-20
PAY97690,EMP5410,134093.56,5638.71,4556.75,90538.24,2025-01-17
PAY88021,EMP6763,38585.02,2810.32,1589.54,38036.58,2024-12-17
PAY45268,EMP8836,87915.83,9871.96,4304.75,135696.84,2024-05-05
PAY27576,EMP6319,144593.01,3491.8,2526.74,70774.76,2025-05-19
PAY17332,EMP3305,49342.97,5869.64,908.16,109047.41,2023-05-27
PAY59097,EMP9948,142465.54,3299.74,2824.48,53571.05,2023-01-11
PAY94980,EMP5516,65526.32,1375.89,4196.94,28208.04,2023-06-04
PAY33400,EMP4759,48512.21,4121.4,4591.38,112857.35,2025-12-25
PAY51424,EMP2546,72160.47,8128.89,2689.16,95302.36,2023-06-19
PAY12021,EMP4165,99921.7,3608.08,3985.66,71708.72,2024-07-15
PAY8520,EMP4686,124529.87,2402.46,3817.34,43783.78,2023-05-28
PAY54668,EMP2851,127130.2,3904.34,4586.49,28926.09,2023-09-22
PAY59162,EMP4482,65730.12,3738.46,2711.51,89791.17,2025-04-08
PAY64722,EMP2610,43921.54,8048.35,2166.4,87456.85,2024-01-31
PAY22183,EMP9700,64042.96,6997.15,876.8,123440.39,2024-12-17
PAY81957,EMP9182,133460.6,1046.94,4684.47,121537.59,2024-02-26
PAY49551,EMP4848,135551.09,1206.37,2829.35,124080.6,2024-01-02
PAY37684,EMP5651,30780.55,7126.49,1587.22,44735.44,2023-01-04
PAY71073,EMP2464,111082.83,2367.54,4990.76,133793.43,2024-10-11
PAY1366,EMP6499,66346.55,2481.06,4086.61,79908.2,2025-10-15
PAY21073,EMP5862,60785.44,8896.43,3747.76,100470.04,2024-03-31
PAY14024,EMP4280,129524.96,1072.51,1319.66,126347.94,2024-11-25
PAY75185,EMP7084,45787.48,4556.22,3198.68,43386.81,2024-04-09
PAY52722,EMP8146,80830.92,6926.56,1829.3,93519.64,2025-02-26
PAY4400,EMP5454,142016.03,4956.67,4965.1,88828.48,2024-01-26
PAY50211,EMP7569,89473.12,6395.03,591.64,84244.66,2024-06-16
PAY2935,EMP1018,76460.93,6690.28,624.95,95543.15,2025-06-08
PAY90682,EMP9980,101456.13,5851.0,4726.1,135935.07,2025-12-07
PAY42816,EMP9084,36619.43,4110.35,701.19,47134.15,2023-07-15
PAY2125,EMP1083,93076.92,7092.51,793.51,98860.57,2023-12-10
PAY88919,EMP8061,141172.76,4091.25,1469.45,65719.86,2023-03-09
PAY15057,EMP3147,124414.34,2882.27,3763.42,139195.41,2025-08-18
PAY94107,EMP4118,60296.32,3104.93,1971.75,68842.82,2025-02-01
PAY87845,EMP6849,79177.03,5764.6,3736.26,39889.3,2025-01-14
PAY50013,EMP7739,31252.96,3984.39,4318.12,45267.08,2023-08-01
PAY47517,EMP7913,128570.3,8236.66,2658.71,100212.0,2025-09-06
PAY99399,EMP4424,142869.95,8891.39,3821.21,76446.12,2025-12-29
PAY92549,EMP3449,30963.0,2917.27,969.95,66354.96,2023-01-31
PAY30109,EMP8757,49976.43,2770.6,2747.5,97780.56,2023-09-16
PAY50420,EMP2823,85165.25,7526.52,1687.55,65602.54,2023-11-16
PAY37010,EMP6017,122842.9,5233.38,3124.73,99147.62,2023-05-28
PAY70934,EMP7871,75995.55,4586.51,2761.52,103265.87,2023-07-03
PAY68950,EMP5599,135230.94,3305.91,672.24,38977.65,2024-02-24
PAY58925,EMP8129,54310.97,3025.52,4640.07,41633.77,2024-04-23
PAY1217,EMP8751,82866.8,8631.81,4894.03,34855.18,2025-07-20
PAY18690,EMP4526,60719.67,1500.93,2457.01,95413.14,2025-01-02
PAY24607,EMP3367,99381.71,6157.96,2488.55,99098.64,2025-02-24
PAY53092,EMP7197,98229.58,4505.5,4970.48,68166.96,2023-04-02
PAY37244,EMP8101,119638.25,8590.03,3254.93,79004.74,2023-07-25
PAY81558,EMP9619,145101.38,7685.42,1258.95,99095.15,2025-08-15
PAY25727,EMP8975,106107.95,3374.78,4387.67,64765.59,2024-05-10
PAY40187,EMP9287,133612.58,8716.99,521.51,53246.18,2023-10-15
PAY52751,EMP1517,55381.87,1329.49,4664.59,65670.49,2025-05-07
PAY59489,EMP6327,132921.1,7990.2,4162.85,108441.12,2023-01-10
PAY42633,EMP8736,129499.06,2475.82,1405.04,108567.64,2024-11-15
PAY51285,EMP4039,141371.78,8195.0,4843.49,121118.81,2023-08-31
PAY69325,EMP9194,63090.12,1138.19,1175.13,75408.39,2024-04-08
PAY5337,EMP9715,89214.83,5111.63,570.89,134441.05,2025-05-05
PAY88919,EMP7752,36257.85,6059.65,1214.75,97071.99,2023-08-13
PAY67339,EMP2842,60890.8,1878.38,1952.99,90089.4,2023-08-07
PAY77666,EMP3035,75938.78,9910.6,3642.35,63165.85,2025-07-13
PAY44283,EMP6564,105650.97,2550.09,4314.57,109431.34,2023-03-21
PAY97802,EMP6688,111717.32,1242.6,2696.72,80920.32,2024-08-07
PAY35700,EMP2518,56296.13,5431.12,629.18,123122.88,2024-06-28
PAY47044,EMP2870,79377.52,1846.06,3152.74,76218.93,2023-08-13
PAY36902,EMP7665,63586.83,3064.33,2867.28,112970.06,2023-10-25
PAY62037,EMP6757,83831.08,7387.15,3695.86,44212.88,2025-09-21
PAY30545,EMP4098,50260.89,2339.21,3948.35,56834.66,2025-02-23
PAY37339,EMP5805,124817.25,3880.72,4792.2,76004.04,2024-02-27
PAY40788,EMP3473,130750.26,8391.49,2854.97,55216.18,2023-03-17
PAY24370,EMP1617,142150.53,1328.05,771.2,77955.06,2024-08-21
PAY51660,EMP2849,133899.59,2436.14,4413.62,102282.32,2025-01-11
PAY69076,EMP4598,114163.9,4489.51,845.42,79320.16,2025-01-31
PAY12537,EMP5336,47048.94,5296.3,4992.82,111951.07,2023-06-19
PAY23941,EMP9560,117153.87,1654.09,3254.65,122432.95,2024-01-06
PAY27581,EMP1872,95964.29,6165.25,3305.19,75588.45,2024-10-09
PAY39993,EMP2320,44676.15,6126.94,2202.6,139377.67,2024-06-04
PAY26389,EMP1757,138182.41,3813.85,1504.36,104090.85,2023-06-28
PAY18311,EMP6978,44426.64,8394.71,2631.0,124744.73,2024-08-24
PAY31147,EMP6531,36280.8,6165.53,3662.68,132202.48,2023-12-06
PAY65475,EMP3532,126355.05,7399.59,2012.51,41695.72,2025-11-12
PAY93904,EMP1558,121557.88,3780.1,4467.62,70275.3,2023-11-23
PAY68409,EMP5709,48847.57,1969.63,1535.44,129428.25,2024-08-28
PAY81235,EMP1364,53020.26,8488.58,2026.84,104621.68,2025-12-20
PAY71883,EMP2018,32731.45,1161.28,1743.99,82924.54,2025-10-14
PAY32149,EMP5893,44628.45,5658.63,1866.9,126911.91,2025-08-18
PAY81982,EMP5431,80304.54,1653.7,3797.22,88769.56,2023-12-08
PAY8732,EMP9735,92955.33,6741.86,1072.38,128852.09,2023-06-20
PAY76820,EMP1388,95376.19,8669.47,989.39,110959.57,2025-04-29
PAY7744,EMP7000,60961.92,3237.25,586.18,52039.68,2023-03-13
PAY91533,EMP4283,82347.12,7961.68,1091.11,76287.68,2024-06-29
PAY15949,EMP4448,64900.7,4178.08,4940.18,59967.8,2023-10-09
PAY88160,EMP8744,111470.66,7635.12,4856.96,112561.38,2023-04-05
PAY69801,EMP9186,43441.96,7577.0,2325.9,79170.95,2023-01-03
PAY64534,EMP7118,83901.58,3479.57,3859.21,99599.67,2025-11-24
PAY79602,EMP4676,50468.17,5642.73,1384.26,47758.24,2024-09-22
PAY90841,EMP4583,55075.51,7661.72,4721.75,64391.34,2025-01-14
PAY26978,EMP2775,72326.55,5503.58,1076.6,118450.51,2024-11-19
PAY33783,EMP6355,125077.92,1054.59,804.72,70844.92,2025-07-06
PAY99043,EMP7942,31919.17,3178.44,1523.37,110512.68,2024-02-03
PAY64046,EMP9323,100251.04,6882.88,2352.34,66341.21,2024-06-24
PAY60858,EMP7865,59952.87,2084.65,1940.46,82988.23,2024-10-25
PAY9744,EMP7125,53292.94,7187.03,1851.47,93585.16,2025-05-28
PAY22680,EMP8240,121253.15,9244.01,513.27,113949.83,2025-10-19
PAY29444,EMP2579,54863.03,6993.42,1993.69,28943.57,2023-04-28
PAY80846,EMP4319,32573.82,7629.02,1397.69,35660.47,2023-05-11
PAY62597,EMP1447,105542.41,8148.2,2080.69,26955.54,2023-10-26
PAY46814,EMP6956,38324.13,5377.96,3291.85,119054.43,2024-06-23
PAY17907,EMP1409,122517.39,4567.08,4504.94,32697.92,2025-07-17
PAY97056,EMP5486,46133.3,6150.33,736.62,31691.4,2023-04-24
PAY31683,EMP3572,43158.7,4916.85,4902.36,66309.47,2024-04-24
PAY19619,EMP5163,103173.51,3611.8,4830.62,102625.94,2025-02-17
PAY86420,EMP8214,36051.15,1504.19,934.34,98975.64,2024-07-18
PAY33106,EMP1114,96584.3,8368.85,2017.48,31482.46,2023-04-27
PAY4341,EMP8182,45098.98,2992.66,1546.97,134833.85,2025-04-27
PAY7825,EMP5182,39167.63,9881.56,3513.76,66215.25,2023-02-16
PAY51213,EMP1810,91767.77,1333.38,1965.43,70386.83,2023-05-12
PAY65725,EMP2876,73410.91,6975.65,2960.74,73217.5,2023-04-15
PAY53941,EMP3722,81107.19,6250.87,4474.16,70398.09,2024-02-21
PAY62100,EMP6477,88476.35,7326.12,3248.7,89442.08,2023-02-16
PAY17956,EMP6611,91925.79,3539.4,2830.01,128889.42,2024-07-27
PAY98597,EMP4323,42813.93,5228.64,2065.51,106980.99,2024-12-12
PAY3495,EMP8560,79651.31,9376.19,2708.24,114386.5,2023-02-27
PAY81791,EMP9102,47641.74,7183.08,1812.56,42864.0,2024-12-23
PAY85974,EMP5579,72604.91,2428.85,1796.1,58823.32,2023-09-30
PAY41397,EMP2632,148295.03,6807.89,3878.67,125567.45,2024-09-07
PAY61394,EMP1913,104875.09,1934.43,1603.17,50582.23,2024-10-28
PAY74606,EMP6030,72395.75,4801.64,753.06,41691.78,2025-12-03
PAY23920,EMP7355,125045.65,3797.13,4644.86,44016.15,2023-05-26
