Attendance_ID,Employee_ID,Date,Check_in_Time,Check_out_Time,Total_Hours_Worked,Overtime_Hours,Leave_Status
ATT67725,EMP8736,2023-01-17,13:37:04,21:09:13,6.8,0.2,Vacation
ATT99967,EMP4039,2025-06-19,11:29:26,02:33:37,4.5,2.6,Sick Leave
ATT53261,EMP9194,2023-10-27,05:42:00,05:41:11,7.3,0.9,Sick Leave
ATT9758,EMP9715,2024-11-30,23:06:38,23:25:08,7.4,0.3,Sick Leave
ATT3582,EMP7752,2024-11-22,03:31:01,19:07:52,6.8,1.0,None
ATT27969,EMP2842,2023-04-15,18:42:26,08:52:41,7.2,1.9,Vacation
ATT65204,EMP3035,2023-12-26,16:40:18,17:37:03,5.0,1.1,None
ATT26435,EMP6564,2024-08-10,17:47:21,00:35:51,7.3,0.9,None
ATT25636,EMP6688,2023-02-13,14:13:54,15:29:32,6.9,0.7,Sick Leave
ATT83293,EMP2518,2025-06-07,18:16:15,11:22:24,6.6,0.8,Sick Leave
ATT1942,EMP2870,2024-09-21,04:47:20,11:29:43,9.7,1.6,Sick Leave
ATT94179,EMP7665,2024-03-17,10:09:24,12:12:49,5.0,2.8,Sick Leave
ATT25204,EMP6757,2023-04-28,05:37:58,11:26:38,8.7,0.5,Vacation
ATT26133,EMP4098,2024-08-07,17:22:21,03:50:47,5.1,0.6,None
ATT41307,EMP5805,2023-09-29,07:20:43,13:20:15,7.3,0.8,None
ATT24644,EMP3473,2025-11-29,00:59:30,10:45:05,5.4,0.6,Vacation
ATT47320,EMP1617,2024-05-19,13:40:08,14:04:41,5.6,2.9,Sick Leave
ATT55145,EMP2849,2025-10-03,12:15:58,14:09:31,8.0,1.2,Sick Leave
ATT5924,EMP4598,2024-04-18,19:08:25,12:41:34,8.0,0.9,None
ATT7974,EMP5336,2024-06-07,05:07:26,22:37:41,6.5,0.4,Sick Leave
ATT66755,EMP9560,2024-01-25,06:39:09,12:28:23,6.6,1.9,None
ATT24545,EMP1872,2024-05-09,04:34:34,11:05:55,8.5,1.6,None
ATT40087,EMP2320,2024-11-13,14:59:15,02:03:41,5.2,0.5,Vacation
ATT26406,EMP1757,2025-05-10,14:11:12,09:16:38,8.1,0.3,None
ATT86417,EMP6978,2025-08-15,05:41:23,15:33:35,9.5,2.9,Sick Leave
ATT10922,EMP6531,2023-09-12,17:20:14,23:08:59,4.6,2.4,Vacation
ATT43132,EMP3532,2024-06-24,20:52:04,22:55:56,8.6,0.9,None
ATT75328,EMP1558,2025-05-24,02:47:55,07:17:11,9.6,1.8,None
ATT7865,EMP5709,2025-08-27,21:49:35,08:24:03,7.9,0.9,Vacation
ATT85530,EMP1364,2024-01-09,00:40:55,19:59:03,9.0,1.7,None
ATT67997,EMP2018,2023-10-28,00:58:04,18:55:56,7.2,2.9,Sick Leave
ATT31089,EMP5893,2023-04-22,18:59:42,20:28:58,5.7,0.4,Vacation
ATT94077,EMP5431,2024-08-07,16:38:35,07:24:00,9.6,0.0,Vacation
ATT26936,EMP9735,2025-09-04,09:41:33,04:19:32,4.8,0.4,Sick Leave
ATT19951,EMP1388,2024-03-14,04:04:23,07:05:15,5.0,1.6,None
ATT26441,EMP7000,2025-06-12,20:40:31,15:38:24,8.6,1.9,Sick Leave
ATT49155,EMP4283,2023-01-16,00:01:51,12:48:25,5.8,1.5,None
ATT3128,EMP4448,2025-02-06,18:04:17,21:16:36,6.8,1.8,Vacation
ATT67723,EMP8744,2024-03-06,02:01:06,22:19:56,4.0,0.0,Sick Leave
ATT94370,EMP9186,2023-10-02,09:33:17,20:22:01,8.0,0.4,Vacation
ATT79486,EMP7118,2024-04-04,19:16:26,09:26:58,9.9,2.0,None
ATT18473,EMP4676,2025-08-30,13:48:30,03:30:57,6.5,1.3,Sick Leave
ATT49688,EMP4583,2024-05-15,18:33:38,07:17:11,5.4,1.4,Vacation
ATT72803,EMP2775,2025-09-16,08:40:23,09:05:13,9.8,2.2,None
ATT39616,EMP6355,2025-07-24,18:14:06,09:13:49,9.1,1.1,None
ATT22865,EMP7942,2025-12-04,23:14:23,17:49:33,9.9,1.2,None
ATT77618,EMP9323,2023-02-23,19:38:20,20:45:55,9.0,1.0,None
ATT3598,EMP7865,2025-12-05,06:42:09,05:51:44,9.0,0.8,None
ATT7411,EMP7125,2024-11-03,07:42:29,03:00:23,8.9,0.9,None
ATT13931,EMP8240,2023-06-01,21:57:47,03:08:15,5.9,1.0,Sick Leave
ATT32444,EMP2579,2024-01-19,04:15:02,19:08:45,8.1,0.3,None
ATT53105,EMP4319,2024-08-17,04:44:37,16:04:54,8.6,1.6,Vacation
ATT76018,EMP1447,2024-10-22,13:44:05,04:52:18,6.6,1.3,Sick Leave
ATT5334,EMP6956,2024-04-23,05:23:44,06:52:10,5.7,0.1,None
ATT1703,EMP1409,2024-10-18,23:32:41,02:54:03,7.4,0.3,Sick Leave
ATT51987,EMP5486,2024-03-23,15:35:10,13:26:41,4.4,1.0,Vacation
ATT11723,EMP3572,2023-05-17,13:22:33,00:21:15,6.9,2.8,Sick Leave
ATT54815,EMP5163,2023-10-27,21:23:29,12:11:35,7.4,2.3,Sick Leave
ATT40865,EMP8214,2024-01-11,13:37:38,03:12:37,10.0,2.7,Vacation
ATT42081,EMP1114,2025-06-13,16:05:43,05:39:50,6.3,1.9,None
ATT93891,EMP8182,2025-01-03,16:00:31,19:35:02,5.0,2.3,None
ATT3090,EMP5182,2024-12-09,10:53:21,02:07:59,9.4,2.4,Sick Leave
ATT84811,EMP1810,2023-09-28,22:48:41,03:21:39,4.3,2.7,Vacation
ATT38855,EMP2876,2024-06-01,11:38:58,10:06:59,6.5,0.4,Vacation
ATT62771,EMP3722,2024-07-23,16:25:17,21:17:17,9.5,1.0,None
ATT38336,EMP6477,2024-10-07,06:40:22,20:02:18,4.2,2.7,Sick Leave
ATT92125,EMP6611,2024-03-07,22:12:17,11:46:47,6.4,1.3,Sick Leave
ATT80771,EMP4323,2023-08-06,07:20:45,13:57:36,8.7,1.4,None
ATT5127,EMP8560,2024-05-29,15:20:13,09:38:17,6.0,1.0,Vacation
ATT71323,EMP9102,2025-09-16,22:05:00,07:39:33,4.1,2.5,Vacation
ATT49421,EMP5579,2024-03-03,03:08:50,10:18:26,7.4,2.1,None
ATT88969,EMP2632,2024-07-02,15:24:59,10:09:08,5.6,0.2,None
ATT82196,EMP1913,2023-02-07,22:17:03,06:27:56,8.2,0.1,Sick Leave
ATT58074,EMP6030,2023-06-07,17:00:06,08:54:36,5.6,0.1,Sick Leave
ATT82889,EMP7355,2024-03-13,06:47:19,15:59:22,7.1,1.4,Sick Leave
ATT14467,EMP8533,2025-08-10,20:53:36,23:27:55,7.6,1.4,Vacation
ATT26463,EMP6569,2024-01-11,02:15:07,23:04:54,9.1,1.9,None
ATT56410,EMP6984,2024-07-03,15:13:30,05:07:06,4.8,0.7,Vacation
ATT80731,EMP5611,2023-01-16,16:27:55,16:46:22,9.5,2.0,None
ATT52356,EMP4157,2025-10-27,12:30:51,20:20:15,5.4,0.7,Sick Leave
ATT85533,EMP8396,2025-08-05,08:32:48,01:15:32,4.7,1.1,Sick Leave
ATT68385,EMP7064,2023-12-22,01:47:00,13:34:16,5.0,0.6,Vacation
ATT37334,EMP3197,2024-05-26,13:17:53,18:01:32,8.3,0.1,Vacation
ATT11482,EMP5177,2025-05-21,10:34:08,00:19:38,6.0,2.1,Sick Leave
ATT66849,EMP7912,2025-09-06,20:07:31,00:52:35,6.6,0.3,Vacation
ATT94161,EMP6592,2024-11-19,07:38:13,08:00:15,7.4,0.2,Sick Leave
ATT75941,EMP5871,2024-06-04,12:17:30,15:24:23,9.6,1.9,Vacation
ATT52647,EMP1614,2023-01-14,22:11:24,21:20:30,7.7,3.0,Vacation
ATT87231,EMP3464,2023-05-02,14:57:21,20:29:19,7.4,0.2,Sick Leave
ATT50488,EMP1073,2025-03-15,14:24:21,09:07:05,5.7,1.7,None
ATT91699,EMP7429,2023-09-19,11:57:48,10:50:47,9.0,1.3,None
ATT33327,EMP4590,2023-03-14,14:22:38,11:19:43,6.2,0.0,None
ATT22834,EMP4417,2024-06-12,09:01:50,09:33:31,8.9,1.4,None
ATT79232,EMP7100,2023-04-26,20:55:06,13:00:01,9.1,0.8,None
ATT51766,EMP1907,2023-03-19,06:26:00,10:58:04,6.3,0.6,None
ATT19910,EMP2130,2025-05-15,00:51:13,06:29:01,4.6,0.3,Sick Leave
ATT88049,EMP6264,2025-05-18,02:27:01,16:14:31,6.5,0.4,Vacation
ATT67034,EMP1826,2025-09-26,02:36:53,06:29:54,4.6,2.5,None
ATT97599,EMP9106,2025-03-03,19:17:00,07:46:56,5.1,1.0,Sick Leave
ATT6121,EMP6147,2025-11-17,13:51:45,03:05:27,6.7,1.0,Sick Leave
ATT77983,EMP5625,2024-08-27,03:55:36,04:29:37,5.3,1.0,None
ATT2702,EMP3027,2023-05-14,05:03:10,01:19:49,6.3,2.4,Vacation
ATT62654,EMP3793,2024-06-07,17:40:59,06:08:37,4.8,2.1,Sick Leave
ATT33247,EMP8908,2025-07-20,19:15:48,19:21:08,8.3,1.5,Sick Leave
ATT93368,EMP9678,2025-06-20,06:01:10,02:07:29,9.8,2.8,Sick Leave
ATT92036,EMP8572,2025-03-17,01:21:40,11:13:58,7.3,0.2,Vacation
ATT47828,EMP1682,2023-05-20,08:49:36,08:36:34,4.5,1.7,Vacation
ATT83572,EMP3339,2025-01-07,10:24:53,00:22:37,4.3,2.0,Sick Leave
ATT65756,EMP4185,2024-10-27,18:33:55,16:42:29,8.4,0.8,Sick Leave
ATT7657,EMP5165,2023-08-29,23:51:32,04:45:07,6.5,2.5,Sick Leave
ATT91643,EMP5087,2025-09-01,17:42:43,00:53:40,4.9,0.1,Sick Leave
ATT26190,EMP3999,2025-05-21,05:20:09,13:27:26,9.6,0.7,None
ATT61762,EMP9173,2023-08-19,03:07:50,00:44:58,5.6,1.1,Vacation
ATT35883,EMP5238,2025-04-02,16:08:49,03:00:46,7.6,0.5,Sick Leave
ATT44904,EMP5388,2023-01-06,07:47:59,04:34:07,6.2,0.2,Vacation
ATT12670,EMP6258,2023-12-28,19:18:11,21:43:01,6.7,2.8,Sick Leave
ATT20994,EMP6400,2023-08-07,10:33:47,12:55:05,9.2,0.1,Vacation
ATT46108,EMP8066,2024-09-06,03:44:11,06:45:52,4.9,2.3,Sick Leave
ATT25804,EMP4444,2025-07-10,05:06:18,08:59:22,7.5,0.1,Vacation
ATT7389,EMP2782,2025-06-06,16:34:01,18:34:44,5.5,0.8,Vacation
ATT31597,EMP9216,2025-04-13,14:36:02,01:42:48,4.8,1.0,Vacation
ATT60023,EMP6410,2024-09-05,11:15:03,22:13:37,9.2,1.9,Sick Leave
ATT2607,EMP3321,2024-08-03,04:44:20,11:46:52,5.2,1.9,Vacation
ATT98729,EMP6460,2023-10-07,12:07:19,20:26:30,9.7,2.4,Sick Leave
ATT98873,EMP2607,2024-03-28,17:36:35,00:57:42,6.4,2.7,Sick Leave
ATT54356,EMP6518,2025-05-29,20:51:54,01:26:53,7.2,1.4,Vacation
ATT15973,EMP1283,2025-06-12,22:58:15,12:37:32,5.1,0.5,Sick Leave
ATT54540,EMP2154,2025-01-24,06:17:40,12:22:04,4.5,1.6,None
ATT29133,EMP6147,2023-02-21,20:59:31,16:49:44,9.8,0.5,Sick Leave
ATT71897,EMP8244,2025-11-03,19:04:37,18:02:29,4.6,0.1,Vacation
ATT46526,EMP8138,2024-01-09,14:15:18,17:09:52,5.7,2.4,Vacation
ATT6546,EMP2479,2024-04-30,20:33:29,12:02:35,8.0,1.0,Vacation
ATT1370,EMP7260,2024-07-06,08:15:00,02:24:23,6.7,2.4,None
ATT83505,EMP8577,2023-06-22,11:29:04,11:22:22,6.2,1.3,Sick Leave
ATT10695,EMP9159,2025-05-28,19:04:42,04:35:48,5.1,2.2,Sick Leave
ATT78585,EMP8372,2024-03-02,03:27:42,11:42:04,9.3,1.2,Vacation
ATT63950,EMP4949,2024-06-30,17:36:09,00:42:32,5.3,2.8,None
ATT33550,EMP4716,2024-07-30,17:08:18,06:47:26,4.8,0.3,Vacation
ATT1569,EMP7694,2023-01-29,05:01:40,04:32:37,7.5,0.7,Vacation
ATT97662,EMP9746,2023-12-05,21:56:38,09:48:00,7.1,1.6,Vacation
ATT48999,EMP6412,2025-12-04,14:01:14,23:14:26,5.4,2.9,Vacation
ATT30893,EMP9574,2025-06-23,02:51:40,09:34:05,5.0,1.0,None
ATT53420,EMP3998,2023-04-20,17:25:05,07:27:47,9.1,0.3,Sick Leave
ATT29056,EMP6244,2024-06-20,07:04:33,17:50:10,7.7,0.1,Vacation
ATT40330,EMP8203,2024-03-27,07:16:11,03:02:32,8.5,1.6,Vacation
ATT96066,EMP7471,2023-02-12,06:14:33,09:26:10,7.6,1.1,Vacation
ATT67159,EMP7337,2023-04-15,07:50:31,00:24:21,8.3,2.0,Vacation
ATT29312,EMP2630,2025-06-21,07:11:21,17:34:34,6.6,0.0,None
ATT15210,EMP2198,2025-07-06,15:14:06,00:10:04,4.7,2.6,None
ATT19262,EMP6479,2024-02-24,14:53:54,17:17:49,7.2,0.6,Vacation
ATT50325,EMP5329,2024-09-23,14:57:27,01:26:59,5.5,2.2,None
ATT54756,EMP3928,2024-04-25,14:49:53,08:18:52,5.4,1.0,Sick Leave
ATT84557,EMP1024,2024-02-11,13:56:07,15:14:00,9.6,2.7,None
ATT62940,EMP3904,2025-10-23,17:13:09,07:16:00,8.3,2.0,Sick Leave
ATT56276,EMP7780,2023-10-09,04:50:54,02:37:04,8.3,0.5,Vacation
ATT58348,EMP7979,2025-07-12,22:42:16,17:30:10,5.7,2.5,Sick Leave
ATT83515,EMP2146,2024-04-15,19:06:19,21:57:06,4.3,1.7,Vacation
ATT23782,EMP3655,2024-12-03,05:00:09,13:21:37,6.1,2.0,None
ATT31918,EMP1258,2025-02-09,20:23:58,03:23:06,4.1,0.0,Sick Leave
ATT84765,EMP9948,2025-03-30,10:50:56,09:05:14,7.5,0.1,Vacation
ATT86762,EMP3834,2025-07-25,11:15:00,02:50:18,9.8,2.2,None
ATT70617,EMP5315,2024-03-26,17:24:30,01:15:03,8.8,0.3,Sick Leave
ATT45651,EMP5652,2024-06-10,01:29:09,20:45:24,6.9,0.4,Vacation
ATT72334,EMP6214,2024-01-28,10:07:05,08:22:41,8.6,0.2,Sick Leave
ATT10234,EMP6057,2024-01-23,09:13:47,11:47:02,8.4,2.0,Vacation
ATT25755,EMP7102,2024-05-29,12:13:17,14:41:44,7.3,2.6,None
ATT60868,EMP7673,2023-02-27,10:22:22,18:46:42,4.8,2.6,None
ATT2973,EMP3002,2023-04-14,08:31:11,00:14:28,5.6,0.4,Vacation
ATT42160,EMP8950,2025-10-12,19:32:43,21:59:33,9.0,0.8,Vacation
ATT40311,EMP2049,2023-10-05,04:55:15,15:39:48,5.7,0.4,Vacation
ATT46112,EMP2892,2023-11-25,01:40:18,00:52:05,5.1,1.2,None
ATT90301,EMP9293,2023-07-20,17:40:00,07:51:00,5.5,0.3,Vacation
ATT67889,EMP3733,2024-05-28,10:00:09,15:55:42,6.9,1.6,Vacation
ATT84014,EMP9939,2025-09-07,19:53:12,00:12:47,7.4,0.6,Vacation
ATT13003,EMP3263,2023-06-05,11:18:36,22:17:36,9.1,2.2,Vacation
ATT9045,EMP5353,2023-01-30,20:34:32,11:21:25,4.9,2.1,Sick Leave
ATT74407,EMP4385,2024-04-12,10:20:16,21:27:51,6.6,2.3,Sick Leave
ATT36994,EMP7284,2024-07-12,02:49:40,17:29:28,7.3,0.9,None
ATT55113,EMP3717,2025-05-14,11:32:19,14:42:44,8.5,2.7,Vacation
ATT59715,EMP1024,2024-02-11,11:58:25,02:41:52,6.0,2.5,None
ATT3650,EMP6725,2023-01-13,11:09:02,05:19:19,9.8,2.7,None
ATT32406,EMP1644,2024-11-29,18:47:38,03:47:51,9.8,1.4,Vacation
ATT34366,EMP7948,2025-08-26,08:04:52,18:47:35,6.1,0.4,None
ATT11666,EMP4471,2024-07-05,01:54:51,09:42:42,8.5,0.0,Vacation
ATT53086,EMP2104,2023-09-24,21:43:02,16:04:42,9.4,0.5,None
ATT18857,EMP8809,2024-07-23,16:04:39,12:32:16,7.8,1.7,Sick Leave
ATT70621,EMP4591,2025-05-31,00:17:22,15:01:07,6.5,2.0,None
ATT26167,EMP6821,2024-09-12,18:40:26,20:28:13,7.4,2.1,Sick Leave
ATT64342,EMP6482,2025-05-12,19:55:26,20:11:19,4.6,1.9,Vacation
ATT3461,EMP1747,2023-12-15,13:43:27,06:06:43,7.9,0.1,Sick Leave
ATT47741,EMP4571,2023-03-06,14:49:47,23:19:33,7.5,2.2,None
ATT58349,EMP8428,2024-02-04,18:07:55,16:30:11,4.1,1.7,None
ATT83660,EMP6555,2024-05-20,03:32:21,01:51:39,4.8,0.0,Sick Leave
ATT90643,EMP5804,2023-04-23,16:33:24,19:32:23,8.1,0.4,Sick Leave
ATT88706,EMP1707,2025-06-01,21:29:49,02:17:31,8.0,2.0,None
ATT82824,EMP7114,2024-08-05,13:30:42,02:10:59,4.4,1.2,Sick Leave
ATT59130,EMP4832,2023-01-04,16:47:05,09:16:55,8.9,0.7,Vacation
ATT73330,EMP7080,2023-08-10,18:08:25,13:10:58,4.4,2.6,None
ATT18207,EMP4680,2023-06-15,19:03:52,17:11:06,8.0,0.5,Sick Leave
ATT18579,EMP2971,2024-06-29,23:20:23,07:10:31,8.5,0.1,Sick Leave
ATT79190,EMP6435,2023-07-09,22:02:37,17:09:13,4.8,0.4,None
ATT65505,EMP7444,2023-10-16,02:01:51,09:02:12,5.7,2.8,Vacation
ATT23010,EMP5471,2025-04-03,10:05:37,03:31:27,5.2,0.6,Vacation
ATT48765,EMP9189,2025-01-27,23:47:13,21:08:48,7.5,1.4,Vacation
ATT58607,EMP7309,2023-08-16,12:41:26,07:59:29,7.5,0.7,Vacation
ATT76608,EMP9813,2025-02-04,21:52:36,09:55:23,9.0,0.6,Vacation
ATT30489,EMP1255,2023-09-23,20:23:45,17:13:56,7.4,2.6,None
ATT31390,EMP2209,2023-01-10,21:01:11,18:11:33,6.6,0.4,Vacation
ATT11540,EMP4857,2024-03-12,23:34:48,15:30:28,5.1,2.5,Sick Leave
ATT42825,EMP7380,2025-12-02,12:33:09,13:06:29,4.0,1.1,Sick Leave
ATT61185,EMP4257,2023-12-09,09:52:31,00:43:18,9.1,0.9,Sick Leave
ATT42830,EMP4322,2025-04-05,09:09:25,00:48:53,8.4,1.9,Vacation
ATT79403,EMP8713,2024-07-21,21:04:35,23:15:25,4.0,2.7,None
ATT30069,EMP8453,2025-03-13,10:34:48,02:01:50,7.3,1.7,Vacation
ATT56113,EMP7662,2024-04-23,05:01:34,21:59:09,4.4,0.7,Sick Leave
ATT26981,EMP8182,2023-11-12,18:48:18,13:52:12,8.5,1.4,Vacation
ATT28477,EMP1157,2024-08-26,17:40:21,10:54:31,9.8,1.0,Sick Leave
ATT17743,EMP5954,2023-08-24,02:20:14,09:17:47,4.1,1.2,Vacation
ATT49329,EMP6590,2023-02-25,04:43:17,22:28:22,7.5,2.7,Vacation
ATT73351,EMP6403,2023-11-18,08:37:34,21:11:32,8.6,1.9,Vacation
ATT71361,EMP6674,2024-09-30,09:21:58,05:59:43,7.1,2.2,Sick Leave
ATT60555,EMP1068,2023-08-06,03:51:20,01:07:12,5.5,0.8,Vacation
ATT18314,EMP5642,2024-05-12,20:02:30,18:57:06,6.6,2.4,None
ATT66721,EMP3722,2025-03-01,05:48:11,04:53:01,10.0,1.1,Sick Leave
ATT32405,EMP9820,2024-02-29,11:49:13,10:58:23,4.6,1.5,None
ATT66316,EMP9302,2025-08-07,01:24:35,10:13:57,7.9,1.1,None
ATT55606,EMP1826,2023-09-29,21:12:19,15:54:51,9.8,0.7,Sick Leave
ATT49569,EMP1091,2025-12-15,13:41:57,19:56:08,7.8,1.6,Sick Leave
ATT29918,EMP6817,2023-10-22,14:06:34,03:49:59,5.6,0.3,Sick Leave
ATT83545,EMP1185,2023-05-18,14:33:40,05:06:54,10.0,1.3,Sick Leave
ATT80096,EMP8778,2024-07-08,15:45:59,19:26:36,9.1,2.6,Sick Leave
ATT32944,EMP5556,2024-10-12,21:57:45,03:48:59,4.1,1.3,None
ATT95081,EMP2008,2025-09-25,21:21:06,08:08:13,5.1,2.4,Vacation
ATT67154,EMP7434,2024-09-01,06:04:33,18:23:45,7.7,1.6,None
ATT84474,EMP7900,2024-02-18,10:32:18,07:03:36,5.8,2.5,Vacation
ATT7332,EMP3924,2023-03-20,23:04:10,11:23:44,8.4,0.7,Sick Leave
ATT67625,EMP2918,2023-05-14,05:06:35,00:38:39,4.6,1.5,None
ATT49892,EMP8448,2025-12-21,09:58:49,23:29:07,8.5,0.9,Vacation
ATT34064,EMP7458,2025-03-08,05:03:18,07:26:21,8.6,0.3,None
ATT37078,EMP3154,2023-02-14,01:12:02,23:13:07,4.2,0.3,Vacation
ATT67668,EMP5953,2025-05-20,06:31:06,16:26:41,8.7,1.4,Vacation
ATT49945,EMP1538,2024-10-18,11:11:34,08:52:56,4.8,0.3,None
ATT98486,EMP7548,2025-10-05,10:36:06,01:20:52,6.9,1.6,Sick Leave
ATT22118,EMP6083,2025-10-17,05:35:25,09:54:35,4.9,0.9,None
ATT69395,EMP4965,2025-04-17,13:31:07,12:51:04,4.4,0.5,Sick Leave
ATT98357,EMP6534,2025-11-04,08:14:51,15:42:17,8.9,2.8,Sick Leave
ATT52963,EMP9298,2023-12-24,10:42:10,20:34:22,6.1,1.9,Sick Leave
ATT91396,EMP7147,2023-08-23,12:40:17,05:02:01,10.0,0.1,Sick Leave
ATT50099,EMP4624,2025-11-26,12:11:47,01:00:26,5.6,1.6,Vacation
ATT13683,EMP4596,2023-10-14,13:55:28,14:41:19,6.7,0.8,Sick Leave
ATT19876,EMP8764,2024-05-09,11:37:45,09:12:57,6.2,2.1,Sick Leave
ATT45765,EMP5454,2023-11-22,03:11:02,19:34:48,4.7,1.9,Sick Leave
ATT48897,EMP3892,2023-11-20,17:24:32,01:38:07,4.3,1.1,None
ATT8233,EMP3718,2023-01-16,22:10:49,01:09:35,6.8,1.2,Vacation
ATT92462,EMP2778,2024-08-19,23:39:04,21:35:27,4.9,2.2,None
ATT23729,EMP1145,2024-08-12,15:39:12,16:58:49,7.9,1.6,None
ATT55216,EMP3050,2025-12-25,15:44:08,10:23:18,7.3,1.2,Sick Leave
ATT8680,EMP1695,2023-03-20,22:23:32,23:59:15,9.1,2.9,None
ATT65552,EMP1038,2024-06-08,14:43:20,04:07:22,7.3,2.4,Sick Leave
ATT88706,EMP7868,2025-02-13,03:02:16,20:05:29,6.0,0.8,Vacation
ATT86368,EMP2659,2025-01-21,09:56:57,23:03:00,6.0,2.7,None
ATT45111,EMP2199,2023-06-18,16:24:40,08:00:29,6.7,0.5,None
ATT52201,EMP6120,2024-10-27,22:16:34,19:18:03,6.9,2.0,Vacation
ATT29944,EMP3516,2023-03-04,16:10:42,23:38:12,6.0,1.9,None
ATT95456,EMP2388,2023-11-17,07:07:09,16:45:41,10.0,0.9,Vacation
ATT84557,EMP3352,2024-03-25,06:24:23,07:22:01,5.2,2.7,Vacation
ATT61096,EMP1340,2025-12-02,13:16:35,09:42:05,7.6,0.6,Sick Leave
ATT10913,EMP8273,2024-02-10,14:31:02,23:57:52,4.1,0.8,None
ATT81452,EMP3489,2024-09-13,07:42:42,05:35:07,4.8,1.0,None
ATT15720,EMP5864,2023-04-22,10:01:39,20:02:09,4.8,1.7,Sick Leave
ATT21311,EMP1664,2025-03-09,01:29:35,13:06:16,7.6,1.3,None
ATT77299,EMP2447,2023-06-24,17:21:39,05:22:42,9.3,0.9,None
ATT16510,EMP7333,2024-12-31,18:16:43,19:41:41,9.6,2.3,Sick Leave
ATT54883,EMP2928,2023-03-04,05:21:33,16:31:54,4.1,0.3,None
ATT9666,EMP1001,2024-05-05,05:30:53,15:56:31,5.1,1.9,Vacation
ATT24966,EMP3297,2024-05-03,10:35:54,23:49:30,7.4,0.2,Sick Leave
ATT37109,EMP7447,2025-10-06,19:44:30,03:31:42,4.3,2.2,Vacation
ATT94187,EMP2074,2024-06-17,04:47:22,06:14:40,9.0,1.8,Vacation
ATT11079,EMP5728,2025-03-19,07:49:48,09:40:37,5.4,1.7,None
ATT14664,EMP8490,2023-03-22,09:18:59,08:20:11,9.6,1.4,None
ATT27768,EMP7912,2023-09-02,09:31:03,07:15:06,7.9,1.6,Vacation
ATT21203,EMP5505,2024-08-17,20:28:25,20:35:58,9.1,0.6,Vacation
ATT13953,EMP2837,2023-04-27,06:03:49,04:39:55,6.1,1.1,Vacation
ATT97612,EMP4753,2024-01-06,03:07:05,18:34:36,5.2,0.6,Vacation
ATT12235,EMP3623,2024-10-22,08:36:21,05:51:50,4.1,2.4,Sick Leave
ATT33725,EMP6499,2025-02-22,11:29:55,07:32:14,5.6,2.6,None
ATT57809,EMP8732,2023-05-30,20:27:49,14:02:37,8.4,1.6,Vacation
ATT49340,EMP5019,2023-07-29,01:12:43,19:14:12,4.1,2.3,Vacation
ATT82896,EMP4997,2025-01-29,15:18:11,11:43:10,4.9,2.3,Sick Leave
ATT97026,EMP1807,2024-03-15,13:13:27,07:28:44,8.1,0.4,Sick Leave
ATT47069,EMP1940,2025-12-26,04:56:02,03:00:37,10.0,2.6,Sick Leave
ATT29447,EMP6956,2024-11-30,09:33:23,16:31:47,6.5,0.8,None
ATT51867,EMP2706,2024-02-15,14:34:44,14:37:35,4.7,1.6,Vacation
ATT91053,EMP5163,2025-06-14,07:09:42,00:58:54,7.8,0.5,Sick Leave
ATT85184,EMP1443,2025-11-14,08:42:21,15:26:19,5.6,0.5,None
ATT48738,EMP9198,2025-01-13,16:56:20,20:22:47,6.4,0.7,Sick Leave
ATT29996,EMP4006,2023-05-21,18:23:25,21:03:39,4.9,1.7,None
ATT54372,EMP3234,2024-04-10,12:50:38,16:14:17,6.2,0.3,Sick Leave
ATT7472,EMP1718,2025-02-20,03:16:32,03:57:02,6.9,1.5,Sick Leave
ATT11881,EMP4407,2024-12-24,03:14:24,13:05:25,6.8,1.1,Sick Leave
ATT53869,EMP6261,2025-10-30,02:01:28,20:31:17,7.5,1.6,Sick Leave
ATT80829,EMP7178,2023-07-14,06:55:42,14:56:29,6.3,0.7,Vacation
ATT82651,EMP1091,2023-10-20,15:40:18,13:29:19,8.2,2.1,None
ATT66098,EMP9027,2025-04-13,02:14:47,17:29:06,4.8,2.6,None
ATT51850,EMP9482,2025-05-17,11:05:17,12:02:59,8.4,2.7,None
ATT83347,EMP9060,2025-10-09,11:01:10,02:54:55,8.6,0.8,Vacation
ATT52450,EMP8569,2024-11-27,01:15:27,12:14:51,5.0,2.3,Sick Leave
ATT29154,EMP1989,2024-11-14,02:49:59,23:29:01,7.5,0.5,None
ATT34176,EMP4177,2024-06-09,20:02:44,21:46:00,6.5,0.9,None
ATT5444,EMP4237,2023-06-06,23:24:39,16:52:05,8.6,1.5,Vacation
ATT72326,EMP2778,2024-03-31,21:15:05,10:53:02,7.6,0.4,Vacation
ATT52773,EMP1800,2023-09-07,15:47:32,10:41:16,5.5,0.4,Vacation
ATT38641,EMP2886,2025-10-12,23:40:30,01:19:16,6.2,2.5,Sick Leave
ATT26867,EMP8681,2024-05-08,09:17:52,04:23:20,6.7,2.3,Sick Leave
ATT67891,EMP3962,2025-11-01,09:12:13,19:28:59,7.5,2.2,None
ATT16517,EMP5374,2024-08-11,21:20:19,15:50:21,6.4,2.5,None
ATT16283,EMP5552,2025-07-02,07:24:50,15:20:47,9.3,1.1,None
ATT4371,EMP2763,2024-12-25,14:26:28,09:12:35,9.5,1.6,None
